Player,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,Non-Penalty xG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-Ins taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (TO),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (TO),GCA (Sh),GCA (Fld),GCA (Def),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of dribblers tackled,Challenges Lost,Blocks,Shots Blocked,Rival Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Position,Age,Country,Club,url,Minutes,DetailedPosition
Kévin N'Doram,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.08,0.08,0.03,0.11,0.22,4.59,0.44,Shooting,0.51,0.07,14.3%,0.0,0.0,16.6,0.0,0.15,-0.08,-0.08,Passing,31.85,37.97,83.9%,591.38,191.37,12.24,14.36,85.3%,14.94,16.83,88.7%,3.86,5.32,72.6%,0.02,0.8,3.79,0.07,0.0,Pass Types,36.29,1.68,1.6,0.07,0.51,0.15,0.07,0.0,0.0,0.0,0.0,0.0,0.44,Goal and Shot Creation,1.68,1.53,0.0,0.0,0.15,0.0,0.0,0.15,0.07,0.0,0.0,0.07,0.0,0.0,Defense,0.73,0.58,0.22,0.36,0.15,0.22,1.46,15.0%,1.24,1.75,0.36,1.38,1.38,2.11,1.53,0.0,Possession,47.15,2.4,11.73,31.7,3.94,0.51,47.15,0.73,0.36,50.0%,0.36,50.0%,30.53,137.51,62.67,0.07,0.07,1.02,0.51,30.83,Miscellaneous Stats,0.0,1.6,0.95,0.0,0.0,0.0,0.0,4.81,1.09,0.8,57.7%,"MF,DF",27-218,FRA,Metz,https://fbref.com/en/players/e50623a0/Kevin-NDoram,1235,Defensive Midfield
Ismaël Traoré,0.11,0.03,0.14,0.11,0.0,0.0,0.03,0.0,0.11,0.11,0.04,0.15,0.2,1.62,0.17,Shooting,0.7,0.25,36.0%,0.16,0.44,9.2,0.0,0.17,0.0,0.0,Passing,43.7,49.44,88.4%,898.63,351.99,10.5,11.65,90.1%,28.11,29.53,95.2%,4.68,6.75,69.3%,0.03,0.25,1.15,0.03,0.03,Pass Types,47.7,1.62,1.6,0.0,0.03,0.14,0.03,0.0,0.0,0.0,0.0,0.11,0.59,Goal and Shot Creation,0.56,0.42,0.0,0.0,0.14,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,Defense,0.78,0.48,0.45,0.31,0.03,0.36,0.78,46.4%,0.42,0.7,0.48,0.22,1.23,2.02,3.42,0.03,Possession,57.95,7.56,34.46,22.23,1.88,1.09,57.95,0.34,0.14,41.7%,0.2,58.3%,38.8,163.54,73.54,0.28,0.08,0.59,0.14,38.35,Miscellaneous Stats,0.0,0.42,0.17,0.0,0.0,0.0,0.0,6.02,1.32,0.95,58.0%,DF,37-010,CIV,Metz,https://fbref.com/en/players/b666421b/Ismael-Traore,3215,Centre-Back
Maxime Colin,0.05,0.08,0.13,0.05,0.0,0.0,0.08,0.0,0.07,0.07,0.04,0.11,1.34,3.16,1.9,Shooting,0.4,0.11,26.7%,0.13,0.5,15.4,0.0,0.17,-0.02,-0.02,Passing,28.04,42.17,66.5%,492.52,206.38,12.82,15.6,82.1%,11.77,17.0,69.2%,2.84,7.37,38.5%,0.06,0.46,2.47,0.54,0.35,Pass Types,32.33,9.79,0.29,0.11,0.4,2.06,9.49,0.0,0.0,0.0,0.0,0.05,0.99,Goal and Shot Creation,1.37,1.07,0.11,0.05,0.03,0.05,0.05,0.16,0.11,0.0,0.0,0.03,0.0,0.03,Defense,1.72,1.23,0.91,0.7,0.11,1.05,1.61,65.0%,0.56,1.15,0.38,0.78,1.31,3.03,3.08,0.0,Possession,52.47,3.4,17.19,23.43,12.44,0.83,52.47,1.26,0.64,51.1%,0.59,46.8%,18.28,105.23,49.03,0.91,0.21,1.23,0.38,19.25,Miscellaneous Stats,0.0,0.72,0.24,0.08,0.0,0.0,0.0,6.35,1.31,1.1,54.4%,DF,31-286,FRA,Metz,https://fbref.com/en/players/2f71c116/Maxime-Colin,3357,Right-Back
Koffi Kouao,0.1,0.05,0.14,0.1,0.0,0.0,0.52,0.05,0.04,0.04,0.1,0.13,1.81,2.43,4.53,Shooting,1.0,0.19,19.0%,0.1,0.5,25.0,0.0,0.04,0.06,0.06,Passing,32.3,44.07,73.3%,532.0,215.45,16.82,19.63,85.7%,11.77,15.29,76.9%,3.19,6.53,48.9%,0.09,0.86,1.86,0.67,0.48,Pass Types,34.69,9.34,0.86,0.0,0.24,3.19,8.48,0.0,0.0,0.0,0.0,0.05,1.62,Goal and Shot Creation,2.29,1.67,0.1,0.24,0.14,0.1,0.05,0.19,0.14,0.0,0.0,0.0,0.0,0.05,Defense,2.72,1.86,1.95,0.52,0.24,1.67,2.53,66.0%,0.86,0.57,0.05,0.52,1.86,4.57,2.24,0.0,Possession,55.84,3.24,20.01,22.06,14.72,0.57,55.84,2.14,1.24,57.8%,0.91,42.2%,27.78,160.8,66.37,1.14,0.29,1.24,0.48,27.54,Miscellaneous Stats,0.0,1.67,1.57,0.05,0.0,0.1,0.0,6.53,0.76,0.71,51.6%,DF,25-100,CIV,Metz,https://fbref.com/en/players/32100829/Koffi-Kouao,1889,Right-Back
Matthieu Udol,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.08,1.52,2.68,0.89,Shooting,0.45,0.18,40.0%,0.2,0.5,18.0,0.0,0.1,0.04,0.04,Passing,34.59,44.42,77.9%,602.03,238.27,15.1,16.8,89.9%,15.73,18.41,85.4%,3.13,6.79,46.1%,0.02,0.54,2.06,0.09,0.09,Pass Types,39.32,5.01,0.72,0.09,0.09,2.41,3.22,1.07,0.54,0.27,0.0,0.09,1.07,Goal and Shot Creation,1.43,1.07,0.18,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,Defense,2.06,1.25,0.98,0.89,0.18,1.07,1.61,66.7%,0.54,1.79,0.63,1.16,2.77,4.83,2.59,0.09,Possession,55.59,3.93,22.61,26.28,7.24,0.54,55.59,1.16,0.8,69.2%,0.36,30.8%,32.62,178.48,104.21,0.89,0.09,0.63,0.27,31.55,Miscellaneous Stats,0.0,0.18,0.54,0.0,0.0,0.0,0.0,5.72,2.06,0.98,67.6%,DF,27-161,FRA,Metz,https://fbref.com/en/players/cc41f558/Matthieu-Udol,1007,Left-Back
Habib Maïga,0.14,0.0,0.14,0.14,0.0,0.0,0.43,0.0,0.06,0.06,0.03,0.1,0.99,3.76,1.99,Shooting,0.78,0.36,45.5%,0.18,0.4,20.4,0.0,0.09,0.08,0.08,Passing,32.53,40.99,79.4%,526.22,159.9,16.48,19.04,86.6%,12.86,15.63,82.3%,1.99,3.91,50.9%,0.03,0.71,3.34,0.21,0.07,Pass Types,39.07,1.78,0.28,0.0,0.64,1.56,1.49,0.0,0.0,0.0,0.0,0.14,0.64,Goal and Shot Creation,1.85,1.63,0.0,0.0,0.14,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,Defense,3.34,1.99,2.06,0.92,0.36,1.7,3.41,50.0%,1.7,1.42,0.5,0.92,0.99,4.33,1.28,0.0,Possession,52.14,2.49,13.78,29.05,9.94,0.92,52.14,1.14,0.92,81.3%,0.21,18.8%,27.7,116.07,52.07,0.71,0.0,1.35,1.42,31.18,Miscellaneous Stats,0.0,2.06,0.71,0.0,0.0,0.07,0.0,6.54,1.21,0.78,60.7%,"FW,MF",27-239,CIV,Metz,https://fbref.com/en/players/e768de1f/Habib-Maiga,1267,Defensive Midfield
Benjamin Tetteh,0.12,0.35,0.47,0.12,0.0,0.0,0.12,0.12,0.14,0.14,0.18,0.32,0.94,1.06,4.61,Shooting,1.54,0.35,23.1%,0.08,0.33,16.0,0.0,0.09,-0.02,-0.02,Passing,12.87,19.02,67.7%,171.38,36.97,8.5,10.98,77.4%,2.48,3.9,63.6%,0.71,1.65,42.9%,0.18,1.06,0.59,0.35,0.12,Pass Types,18.66,0.24,0.0,0.24,0.12,0.59,0.24,0.0,0.0,0.0,0.0,0.12,0.83,Goal and Shot Creation,2.24,1.42,0.0,0.35,0.12,0.35,0.0,0.71,0.47,0.0,0.12,0.0,0.12,0.0,Defense,1.3,0.83,0.59,0.59,0.12,0.59,1.42,41.7%,0.83,0.83,0.12,0.71,0.59,1.89,1.65,0.0,Possession,31.77,1.89,5.79,13.82,12.4,3.9,31.77,2.48,0.94,38.1%,1.3,52.4%,16.77,89.76,26.93,0.47,0.24,2.24,1.3,20.55,Miscellaneous Stats,0.0,1.54,1.3,1.42,0.12,0.0,0.0,3.66,3.43,4.49,43.3%,"MF,FW",26-049,GHA,Metz,https://fbref.com/en/players/91f04b44/Benjamin-Tetteh,762,Centre-Forward
Sofiane Alakouch,0.0,0.12,0.12,0.0,0.0,0.0,0.24,0.0,0.01,0.01,0.08,0.09,2.09,3.89,2.81,Shooting,0.3,0.0,0.0%,0.0,,21.4,0.0,0.04,-0.01,-0.01,Passing,42.94,54.6,78.6%,683.52,279.63,22.43,24.76,90.6%,16.39,20.33,80.6%,3.11,6.34,49.1%,0.07,0.3,3.83,0.48,0.12,Pass Types,43.0,11.42,0.84,0.0,0.18,1.14,10.52,0.0,0.0,0.0,0.0,0.18,1.55,Goal and Shot Creation,1.26,0.84,0.12,0.12,0.0,0.18,0.0,0.18,0.12,0.0,0.0,0.0,0.06,0.0,Defense,3.17,1.97,1.79,0.96,0.42,1.73,2.69,64.4%,0.96,1.02,0.12,0.9,1.26,4.43,2.27,0.0,Possession,67.4,2.75,22.49,31.69,13.63,0.54,67.4,2.15,1.08,50.0%,1.08,50.0%,32.59,137.06,80.73,1.32,0.24,1.55,1.02,36.18,Miscellaneous Stats,0.0,1.5,1.55,0.06,0.06,0.06,0.0,6.34,0.42,0.78,35.0%,"DF,MF",25-030,MAR,Metz,https://fbref.com/en/players/5314e067/Sofiane-Alakouch,1505,Right-Back
Dan Burn,0.03,0.0,0.03,0.03,0.0,0.0,0.15,0.0,0.06,0.06,0.04,0.1,0.94,3.28,1.36,Shooting,0.5,0.09,17.6%,0.06,0.33,12.2,0.0,0.12,-0.03,-0.03,Passing,41.37,51.94,79.6%,666.35,267.11,20.85,23.53,88.6%,17.24,20.67,83.4%,2.51,5.14,48.9%,0.04,0.44,3.13,0.3,0.03,Pass Types,43.85,7.94,0.56,0.0,0.24,0.47,7.35,0.0,0.0,0.0,0.0,0.15,0.89,Goal and Shot Creation,1.21,1.06,0.06,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,Defense,1.8,1.06,0.89,0.74,0.18,0.86,2.01,42.6%,1.15,1.33,0.53,0.8,0.89,2.69,3.25,0.06,Possession,61.89,4.34,23.24,28.61,10.36,1.65,61.89,0.71,0.32,45.8%,0.32,45.8%,29.5,135.74,69.74,0.62,0.15,1.0,0.27,34.34,Miscellaneous Stats,0.0,0.94,0.15,0.18,0.0,0.03,0.0,4.9,2.3,0.94,70.9%,DF,31-111,ENG,Newcastle Utd,https://fbref.com/en/players/b2d31e83/Dan-Burn,3048,Centre-Back
Fabian Schär,0.0,0.09,0.09,0.0,0.0,0.0,0.12,0.0,0.14,0.14,0.09,0.23,0.75,3.73,0.9,Shooting,1.53,0.38,24.5%,0.0,0.0,13.9,0.09,0.09,-0.14,-0.14,Passing,42.89,54.13,79.2%,868.37,341.6,14.9,17.16,86.9%,21.81,24.81,87.9%,5.86,10.77,54.4%,0.05,0.43,4.27,0.55,0.09,Pass Types,52.05,1.96,1.65,0.2,0.95,0.49,0.29,0.0,0.0,0.0,0.0,0.12,0.49,Goal and Shot Creation,1.59,1.13,0.0,0.06,0.26,0.06,0.09,0.23,0.14,0.0,0.0,0.0,0.03,0.06,Defense,1.24,0.61,0.87,0.32,0.06,0.58,0.98,58.8%,0.4,0.9,0.49,0.4,1.24,2.48,3.67,0.0,Possession,64.5,6.9,31.48,27.61,5.83,2.11,64.5,0.38,0.12,30.8%,0.2,53.8%,37.29,186.33,119.37,0.81,0.09,0.55,0.26,40.52,Miscellaneous Stats,0.0,0.55,0.69,0.17,0.0,0.0,0.03,5.69,3.03,1.33,69.5%,DF,31-251,SUI,Newcastle Utd,https://fbref.com/en/players/c8aa95da/Fabian-Schar,3116,Centre-Back
